State,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
MedianEarning,37217,47809,39956,35215,45095,46887,50788,43164,71361,36021,40312,44557,36445,45015,39833,41268,41181,37674,37599,39550,52011,52470,40450,47050,32574,40078,36953,41488,39505,47392,51786,35284,47645,38534,43865,40586,38088,40774,42229,46060,37727,38646,37610,40895,41679,41496,46873,48567,35440,42222,40800,18587
